País de residencia,Total Nacional,Comunidades y Ciudades Autónomas,Total
248 Túnez,TOTAL,Galicia,20
248 Túnez,TOTAL,Madrid,
248 Túnez,TOTAL,Murcia,
248 Túnez,TOTAL,Navarra,
248 Túnez,TOTAL,País Vasco,15
248 Túnez,TOTAL,Rioja,
248 Túnez,TOTAL,Ciudad autónoma de Ceuta,1
248 Túnez,TOTAL,Ciudad autónoma de Melilla,..
249 Uganda,TOTAL,,28
249 Uganda,TOTAL,Andalucía,5
249 Uganda,TOTAL,Aragón,..
249 Uganda,TOTAL,Asturias,
249 Uganda,TOTAL,Balears,
249 Uganda,TOTAL,Canarias,..
249 Uganda,TOTAL,Cantabria,..
249 Uganda,TOTAL,Castilla y León,2
249 Uganda,TOTAL,Castilla-La Mancha,..
249 Uganda,TOTAL,Cataluña,5
249 Uganda,TOTAL,Comunitat Valenciana,2
249 Uganda,TOTAL,Extremadura,..
249 Uganda,TOTAL,Galicia,3
249 Uganda,TOTAL,Madrid,
249 Uganda,TOTAL,Murcia,
249 Uganda,TOTAL,Navarra,
249 Uganda,TOTAL,País Vasco,2
249 Uganda,TOTAL,Rioja,
249 Uganda,TOTAL,Ciudad autónoma de Ceuta,..
249 Uganda,TOTAL,Ciudad autónoma de Melilla,..
251 Zambia,TOTAL,,18
251 Zambia,TOTAL,Andalucía,..
251 Zambia,TOTAL,Aragón,2
251 Zambia,TOTAL,Asturias,
251 Zambia,TOTAL,Balears,
251 Zambia,TOTAL,Canarias,1
251 Zambia,TOTAL,Cantabria,1
251 Zambia,TOTAL,Castilla y León,5
251 Zambia,TOTAL,Castilla-La Mancha,..
251 Zambia,TOTAL,Cataluña,3
251 Zambia,TOTAL,Comunitat Valenciana,..
251 Zambia,TOTAL,Extremadura,..
251 Zambia,TOTAL,Galicia,1
251 Zambia,TOTAL,Madrid,
251 Zambia,TOTAL,Murcia,
251 Zambia,TOTAL,Navarra,
251 Zambia,TOTAL,País Vasco,1
251 Zambia,TOTAL,Rioja,
251 Zambia,TOTAL,Ciudad autónoma de Ceuta,..
251 Zambia,TOTAL,Ciudad autónoma de Melilla,..
252 Zimbabwe,TOTAL,,47
252 Zimbabwe,TOTAL,Andalucía,12
252 Zimbabwe,TOTAL,Aragón,2
252 Zimbabwe,TOTAL,Asturias,
252 Zimbabwe,TOTAL,Balears,
252 Zimbabwe,TOTAL,Canarias,1
252 Zimbabwe,TOTAL,Cantabria,4
252 Zimbabwe,TOTAL,Castilla y León,4
252 Zimbabwe,TOTAL,Castilla-La Mancha,2
252 Zimbabwe,TOTAL,Cataluña,5
252 Zimbabwe,TOTAL,Comunitat Valenciana,..
252 Zimbabwe,TOTAL,Extremadura,1
252 Zimbabwe,TOTAL,Galicia,..
252 Zimbabwe,TOTAL,Madrid,
252 Zimbabwe,TOTAL,Murcia,
252 Zimbabwe,TOTAL,Navarra,
252 Zimbabwe,TOTAL,País Vasco,1
252 Zimbabwe,TOTAL,Rioja,
252 Zimbabwe,TOTAL,Ciudad autónoma de Ceuta,..
252 Zimbabwe,TOTAL,Ciudad autónoma de Melilla,..
310 Antigua y Barbuda,TOTAL,,8
310 Antigua y Barbuda,TOTAL,Andalucía,1
310 Antigua y Barbuda,TOTAL,Aragón,..
310 Antigua y Barbuda,TOTAL,Asturias,
310 Antigua y Barbuda,TOTAL,Balears,
310 Antigua y Barbuda,TOTAL,Canarias,..
310 Antigua y Barbuda,TOTAL,Cantabria,..
310 Antigua y Barbuda,TOTAL,Castilla y León,..
310 Antigua y Barbuda,TOTAL,Castilla-La Mancha,..
310 Antigua y Barbuda,TOTAL,Cataluña,..
310 Antigua y Barbuda,TOTAL,Comunitat Valenciana,..
310 Antigua y Barbuda,TOTAL,Extremadura,1
310 Antigua y Barbuda,TOTAL,Galicia,1
310 Antigua y Barbuda,TOTAL,Madrid,
310 Antigua y Barbuda,TOTAL,Murcia,
310 Antigua y Barbuda,TOTAL,Navarra,
310 Antigua y Barbuda,TOTAL,País Vasco,1
310 Antigua y Barbuda,TOTAL,Rioja,
310 Antigua y Barbuda,TOTAL,Ciudad autónoma de Ceuta,..
310 Antigua y Barbuda,TOTAL,Ciudad autónoma de Melilla,..
392 Antillas Neerlandesas (*),TOTAL,,50
392 Antillas Neerlandesas (*),TOTAL,Andalucía,4
392 Antillas Neerlandesas (*),TOTAL,Aragón,3
392 Antillas Neerlandesas (*),TOTAL,Asturias,
392 Antillas Neerlandesas (*),TOTAL,Balears,
392 Antillas Neerlandesas (*),TOTAL,Canarias,3
392 Antillas Neerlandesas (*),TOTAL,Cantabria,..
392 Antillas Neerlandesas (*),TOTAL,Castilla y León,2
392 Antillas Neerlandesas (*),TOTAL,Castilla-La Mancha,..
392 Antillas Neerlandesas (*),TOTAL,Cataluña,8
392 Antillas Neerlandesas (*),TOTAL,Comunitat Valenciana,6
392 Antillas Neerlandesas (*),TOTAL,Extremadura,3
392 Antillas Neerlandesas (*),TOTAL,Galicia,4
392 Antillas Neerlandesas (*),TOTAL,Madrid,
392 Antillas Neerlandesas (*),TOTAL,Murcia,
392 Antillas Neerlandesas (*),TOTAL,Navarra,
392 Antillas Neerlandesas (*),TOTAL,País Vasco,..
392 Antillas Neerlandesas (*),TOTAL,Rioja,
392 Antillas Neerlandesas (*),TOTAL,Ciudad autónoma de Ceuta,..
392 Antillas Neerlandesas (*),TOTAL,Ciudad autónoma de Melilla,..
340 Argentina,TOTAL,,424.406
340 Argentina,TOTAL,Andalucía,55.362
340 Argentina,TOTAL,Aragón,5.599
340 Argentina,TOTAL,Asturias,
340 Argentina,TOTAL,Balears,
340 Argentina,TOTAL,Canarias,4.752
340 Argentina,TOTAL,Cantabria,4.608
340 Argentina,TOTAL,Castilla y León,51.225
340 Argentina,TOTAL,Castilla-La Mancha,3.184
340 Argentina,TOTAL,Cataluña,26.999
340 Argentina,TOTAL,Comunitat Valenciana,13.566
340 Argentina,TOTAL,Extremadura,3.542
340 Argentina,TOTAL,Galicia,164.475
340 Argentina,TOTAL,Madrid,
340 Argentina,TOTAL,Murcia,
340 Argentina,TOTAL,Navarra,
340 Argentina,TOTAL,País Vasco,12.486
340 Argentina,TOTAL,Rioja,
340 Argentina,TOTAL,Ciudad autónoma de Ceuta,111
340 Argentina,TOTAL,Ciudad autónoma de Melilla,146
391 Aruba (*),TOTAL,,19
391 Aruba (*),TOTAL,Andalucía,2
391 Aruba (*),TOTAL,Aragón,..
391 Aruba (*),TOTAL,Asturias,
391 Aruba (*),TOTAL,Balears,
391 Aruba (*),TOTAL,Canarias,5
391 Aruba (*),TOTAL,Cantabria,..
391 Aruba (*),TOTAL,Castilla y León,..
391 Aruba (*),TOTAL,Castilla-La Mancha,..
391 Aruba (*),TOTAL,Cataluña,7
391 Aruba (*),TOTAL,Comunitat Valenciana,1
391 Aruba (*),TOTAL,Extremadura,..
391 Aruba (*),TOTAL,Galicia,..
391 Aruba (*),TOTAL,Madrid,
391 Aruba (*),TOTAL,Murcia,
391 Aruba (*),TOTAL,Navarra,
391 Aruba (*),TOTAL,País Vasco,1
391 Aruba (*),TOTAL,Rioja,
391 Aruba (*),TOTAL,Ciudad autónoma de Ceuta,..
391 Aruba (*),TOTAL,Ciudad autónoma de Melilla,..
311 Bahamas,TOTAL,,80
311 Bahamas,TOTAL,Andalucía,9
311 Bahamas,TOTAL,Aragón,2
311 Bahamas,TOTAL,Asturias,
311 Bahamas,TOTAL,Balears,
311 Bahamas,TOTAL,Canarias,3
311 Bahamas,TOTAL,Cantabria,..
311 Bahamas,TOTAL,Castilla y León,1
311 Bahamas,TOTAL,Castilla-La Mancha,..
311 Bahamas,TOTAL,Cataluña,7
311 Bahamas,TOTAL,Comunitat Valenciana,4
311 Bahamas,TOTAL,Extremadura,1
311 Bahamas,TOTAL,Galicia,9
311 Bahamas,TOTAL,Madrid,
311 Bahamas,TOTAL,Murcia,
311 Bahamas,TOTAL,Navarra,
311 Bahamas,TOTAL,País Vasco,2
311 Bahamas,TOTAL,Rioja,
311 Bahamas,TOTAL,Ciudad autónoma de Ceuta,..
311 Bahamas,TOTAL,Ciudad autónoma de Melilla,..
312 Barbados,TOTAL,,26
312 Barbados,TOTAL,Andalucía,1
312 Barbados,TOTAL,Aragón,..
312 Barbados,TOTAL,Asturias,
312 Barbados,TOTAL,Balears,
312 Barbados,TOTAL,Canarias,4
312 Barbados,TOTAL,Cantabria,1
312 Barbados,TOTAL,Castilla y León,1
312 Barbados,TOTAL,Castilla-La Mancha,..
312 Barbados,TOTAL,Cataluña,6
312 Barbados,TOTAL,Comunitat Valenciana,4
312 Barbados,TOTAL,Extremadura,..
312 Barbados,TOTAL,Galicia,..
312 Barbados,TOTAL,Madrid,
312 Barbados,TOTAL,Murcia,
312 Barbados,TOTAL,Navarra,
312 Barbados,TOTAL,País Vasco,2
312 Barbados,TOTAL,Rioja,
312 Barbados,TOTAL,Ciudad autónoma de Ceuta,..
312 Barbados,TOTAL,Ciudad autónoma de Melilla,..
313 Belice,TOTAL,,4
313 Belice,TOTAL,Andalucía,..
313 Belice,TOTAL,Aragón,..
313 Belice,TOTAL,Asturias,
313 Belice,TOTAL,Balears,
313 Belice,TOTAL,Canarias,..
313 Belice,TOTAL,Cantabria,..
313 Belice,TOTAL,Castilla y León,..
313 Belice,TOTAL,Castilla-La Mancha,..
313 Belice,TOTAL,Cataluña,..
313 Belice,TOTAL,Comunitat Valenciana,..
313 Belice,TOTAL,Extremadura,..
313 Belice,TOTAL,Galicia,1
313 Belice,TOTAL,Madrid,
313 Belice,TOTAL,Murcia,
313 Belice,TOTAL,Navarra,
313 Belice,TOTAL,País Vasco,1
313 Belice,TOTAL,Rioja,
313 Belice,TOTAL,Ciudad autónoma de Ceuta,..
313 Belice,TOTAL,Ciudad autónoma de Melilla,..
341 Bolivia,TOTAL,,10.217
341 Bolivia,TOTAL,Andalucía,1.214
341 Bolivia,TOTAL,Aragón,126
341 Bolivia,TOTAL,Asturias,
341 Bolivia,TOTAL,Balears,
341 Bolivia,TOTAL,Canarias,165
341 Bolivia,TOTAL,Cantabria,158
341 Bolivia,TOTAL,Castilla y León,879
341 Bolivia,TOTAL,Castilla-La Mancha,314
341 Bolivia,TOTAL,Cataluña,2.193
341 Bolivia,TOTAL,Comunitat Valenciana,811
341 Bolivia,TOTAL,Extremadura,113
341 Bolivia,TOTAL,Galicia,396
341 Bolivia,TOTAL,Madrid,
341 Bolivia,TOTAL,Murcia,
341 Bolivia,TOTAL,Navarra,
341 Bolivia,TOTAL,País Vasco,488
341 Bolivia,TOTAL,Rioja,
341 Bolivia,TOTAL,Ciudad autónoma de Ceuta,1
341 Bolivia,TOTAL,Ciudad autónoma de Melilla,5
342 Brasil,TOTAL,,113.903
342 Brasil,TOTAL,Andalucía,24.485
342 Brasil,TOTAL,Aragón,1.791
342 Brasil,TOTAL,Asturias,
342 Brasil,TOTAL,Balears,
342 Brasil,TOTAL,Canarias,1.124
342 Brasil,TOTAL,Cantabria,577
342 Brasil,TOTAL,Castilla y León,6.591
342 Brasil,TOTAL,Castilla-La Mancha,1.39
342 Brasil,TOTAL,Cataluña,10.547
342 Brasil,TOTAL,Comunitat Valenciana,3.447
342 Brasil,TOTAL,Extremadura,1.628
342 Brasil,TOTAL,Galicia,42.809
342 Brasil,TOTAL,Madrid,
342 Brasil,TOTAL,Murcia,
342 Brasil,TOTAL,Navarra,
342 Brasil,TOTAL,País Vasco,1.163
342 Brasil,TOTAL,Rioja,
342 Brasil,TOTAL,Ciudad autónoma de Ceuta,43
342 Brasil,TOTAL,Ciudad autónoma de Melilla,128
301 Canadá,TOTAL,,14.631
301 Canadá,TOTAL,Andalucía,1.36
301 Canadá,TOTAL,Aragón,433
301 Canadá,TOTAL,Asturias,
301 Canadá,TOTAL,Balears,
301 Canadá,TOTAL,Canarias,440
301 Canadá,TOTAL,Cantabria,350
301 Canadá,TOTAL,Castilla y León,914
301 Canadá,TOTAL,Castilla-La Mancha,250
301 Canadá,TOTAL,Cataluña,2.215
301 Canadá,TOTAL,Comunitat Valenciana,901
301 Canadá,TOTAL,Extremadura,137
301 Canadá,TOTAL,Galicia,2.095
301 Canadá,TOTAL,Madrid,
301 Canadá,TOTAL,Murcia,
301 Canadá,TOTAL,Navarra,
301 Canadá,TOTAL,País Vasco,637
301 Canadá,TOTAL,Rioja,
301 Canadá,TOTAL,Ciudad autónoma de Ceuta,16
301 Canadá,TOTAL,Ciudad autónoma de Melilla,35
344 Chile,TOTAL,,55.995
344 Chile,TOTAL,Andalucía,3.477
344 Chile,TOTAL,Aragón,1.408
344 Chile,TOTAL,Asturias,
344 Chile,TOTAL,Balears,
344 Chile,TOTAL,Canarias,911
344 Chile,TOTAL,Cantabria,1.295
344 Chile,TOTAL,Castilla y León,5.036
344 Chile,TOTAL,Castilla-La Mancha,693
344 Chile,TOTAL,Cataluña,7.993
344 Chile,TOTAL,Comunitat Valenciana,1.341
344 Chile,TOTAL,Extremadura,282
344 Chile,TOTAL,Galicia,3.71
344 Chile,TOTAL,Madrid,
344 Chile,TOTAL,Murcia,
344 Chile,TOTAL,Navarra,
344 Chile,TOTAL,País Vasco,5.325
344 Chile,TOTAL,Rioja,
344 Chile,TOTAL,Ciudad autónoma de Ceuta,14
344 Chile,TOTAL,Ciudad autónoma de Melilla,24
343 Colombia,TOTAL,,27.683
343 Colombia,TOTAL,Andalucía,1.876
343 Colombia,TOTAL,Aragón,521
343 Colombia,TOTAL,Asturias,
343 Colombia,TOTAL,Balears,
343 Colombia,TOTAL,Canarias,1.139
343 Colombia,TOTAL,Cantabria,282
343 Colombia,TOTAL,Castilla y León,1.225
343 Colombia,TOTAL,Castilla-La Mancha,571
343 Colombia,TOTAL,Cataluña,5.024
343 Colombia,TOTAL,Comunitat Valenciana,2.375
343 Colombia,TOTAL,Extremadura,145
343 Colombia,TOTAL,Galicia,1.196
343 Colombia,TOTAL,Madrid,
343 Colombia,TOTAL,Murcia,
343 Colombia,TOTAL,Navarra,
343 Colombia,TOTAL,País Vasco,1.249
343 Colombia,TOTAL,Rioja,
343 Colombia,TOTAL,Ciudad autónoma de Ceuta,6
343 Colombia,TOTAL,Ciudad autónoma de Melilla,12
314 Costa Rica,TOTAL,,7.076
314 Costa Rica,TOTAL,Andalucía,428
314 Costa Rica,TOTAL,Aragón,105
314 Costa Rica,TOTAL,Asturias,
314 Costa Rica,TOTAL,Balears,
314 Costa Rica,TOTAL,Canarias,266
314 Costa Rica,TOTAL,Cantabria,196
314 Costa Rica,TOTAL,Castilla y León,697
314 Costa Rica,TOTAL,Castilla-La Mancha,51
314 Costa Rica,TOTAL,Cataluña,1.741
314 Costa Rica,TOTAL,Comunitat Valenciana,254
314 Costa Rica,TOTAL,Extremadura,42
314 Costa Rica,TOTAL,Galicia,926
314 Costa Rica,TOTAL,Madrid,
314 Costa Rica,TOTAL,Murcia,
314 Costa Rica,TOTAL,Navarra,
314 Costa Rica,TOTAL,País Vasco,202
314 Costa Rica,TOTAL,Rioja,
314 Costa Rica,TOTAL,Ciudad autónoma de Ceuta,3
314 Costa Rica,TOTAL,Ciudad autónoma de Melilla,1
315 Cuba,TOTAL,,138.217
315 Cuba,TOTAL,Andalucía,3.879
315 Cuba,TOTAL,Aragón,400
315 Cuba,TOTAL,Asturias,
315 Cuba,TOTAL,Balears,
315 Cuba,TOTAL,Canarias,55.235
315 Cuba,TOTAL,Cantabria,2.933
315 Cuba,TOTAL,Castilla y León,8.76
315 Cuba,TOTAL,Castilla-La Mancha,465
315 Cuba,TOTAL,Cataluña,2.555
315 Cuba,TOTAL,Comunitat Valenciana,1.184
315 Cuba,TOTAL,Extremadura,417
315 Cuba,TOTAL,Galicia,41.506
315 Cuba,TOTAL,Madrid,
315 Cuba,TOTAL,Murcia,
315 Cuba,TOTAL,Navarra,
315 Cuba,TOTAL,País Vasco,1.02
315 Cuba,TOTAL,Rioja,
315 Cuba,TOTAL,Ciudad autónoma de Ceuta,13
315 Cuba,TOTAL,Ciudad autónoma de Melilla,3
345 Ecuador,TOTAL,,39.697
345 Ecuador,TOTAL,Andalucía,2.122
345 Ecuador,TOTAL,Aragón,1.072
345 Ecuador,TOTAL,Asturias,
345 Ecuador,TOTAL,Balears,
345 Ecuador,TOTAL,Canarias,726
345 Ecuador,TOTAL,Cantabria,193
345 Ecuador,TOTAL,Castilla y León,923
345 Ecuador,TOTAL,Castilla-La Mancha,1.004
345 Ecuador,TOTAL,Cataluña,7.249
345 Ecuador,TOTAL,Comunitat Valenciana,3.78
345 Ecuador,TOTAL,Extremadura,113
345 Ecuador,TOTAL,Galicia,589
345 Ecuador,TOTAL,Madrid,
345 Ecuador,TOTAL,Murcia,
345 Ecuador,TOTAL,Navarra,
345 Ecuador,TOTAL,País Vasco,931
345 Ecuador,TOTAL,Rioja,
345 Ecuador,TOTAL,Ciudad autónoma de Ceuta,3
345 Ecuador,TOTAL,Ciudad autónoma de Melilla,17
317 El Salvador,TOTAL,,1.973
317 El Salvador,TOTAL,Andalucía,100
317 El Salvador,TOTAL,Aragón,15
317 El Salvador,TOTAL,Asturias,
317 El Salvador,TOTAL,Balears,
317 El Salvador,TOTAL,Canarias,17
317 El Salvador,TOTAL,Cantabria,22
317 El Salvador,TOTAL,Castilla y León,118
317 El Salvador,TOTAL,Castilla-La Mancha,26
317 El Salvador,TOTAL,Cataluña,695
317 El Salvador,TOTAL,Comunitat Valenciana,51
317 El Salvador,TOTAL,Extremadura,6
317 El Salvador,TOTAL,Galicia,68
317 El Salvador,TOTAL,Madrid,
317 El Salvador,TOTAL,Murcia,
317 El Salvador,TOTAL,Navarra,
317 El Salvador,TOTAL,País Vasco,172
317 El Salvador,TOTAL,Rioja,
317 El Salvador,TOTAL,Ciudad autónoma de Ceuta,..
317 El Salvador,TOTAL,Ciudad autónoma de Melilla,..
302 Estados Unidos de América,TOTAL,,126.249
302 Estados Unidos de América,TOTAL,Andalucía,10.818
302 Estados Unidos de América,TOTAL,Aragón,2.35
302 Estados Unidos de América,TOTAL,Asturias,
302 Estados Unidos de América,TOTAL,Balears,
302 Estados Unidos de América,TOTAL,Canarias,9.192
302 Estados Unidos de América,TOTAL,Cantabria,2.247
302 Estados Unidos de América,TOTAL,Castilla y León,5.565
302 Estados Unidos de América,TOTAL,Castilla-La Mancha,1.816
302 Estados Unidos de América,TOTAL,Cataluña,16.384
302 Estados Unidos de América,TOTAL,Comunitat Valenciana,6.382
302 Estados Unidos de América,TOTAL,Extremadura,718
302 Estados Unidos de América,TOTAL,Galicia,18.413
302 Estados Unidos de América,TOTAL,Madrid,
302 Estados Unidos de América,TOTAL,Murcia,
302 Estados Unidos de América,TOTAL,Navarra,
302 Estados Unidos de América,TOTAL,País Vasco,4.741
302 Estados Unidos de América,TOTAL,Rioja,
302 Estados Unidos de América,TOTAL,Ciudad autónoma de Ceuta,67
302 Estados Unidos de América,TOTAL,Ciudad autónoma de Melilla,180
318 Granada,TOTAL,,7
318 Granada,TOTAL,Andalucía,1
318 Granada,TOTAL,Aragón,..
318 Granada,TOTAL,Asturias,
318 Granada,TOTAL,Balears,
318 Granada,TOTAL,Canarias,..
318 Granada,TOTAL,Cantabria,..
318 Granada,TOTAL,Castilla y León,..
318 Granada,TOTAL,Castilla-La Mancha,..
318 Granada,TOTAL,Cataluña,1
318 Granada,TOTAL,Comunitat Valenciana,1
318 Granada,TOTAL,Extremadura,..
318 Granada,TOTAL,Galicia,..
318 Granada,TOTAL,Madrid,
318 Granada,TOTAL,Murcia,
318 Granada,TOTAL,Navarra,
318 Granada,TOTAL,País Vasco,..
318 Granada,TOTAL,Rioja,
318 Granada,TOTAL,Ciudad autónoma de Ceuta,..
318 Granada,TOTAL,Ciudad autónoma de Melilla,..
319 Guatemala,TOTAL,,7.022
319 Guatemala,TOTAL,Andalucía,520
319 Guatemala,TOTAL,Aragón,95
319 Guatemala,TOTAL,Asturias,
319 Guatemala,TOTAL,Balears,
319 Guatemala,TOTAL,Canarias,136
319 Guatemala,TOTAL,Cantabria,651
319 Guatemala,TOTAL,Castilla y León,613
319 Guatemala,TOTAL,Castilla-La Mancha,71
319 Guatemala,TOTAL,Cataluña,1.021
319 Guatemala,TOTAL,Comunitat Valenciana,208
319 Guatemala,TOTAL,Extremadura,33
319 Guatemala,TOTAL,Galicia,352
319 Guatemala,TOTAL,Madrid,
319 Guatemala,TOTAL,Murcia,
319 Guatemala,TOTAL,Navarra,
319 Guatemala,TOTAL,País Vasco,570
319 Guatemala,TOTAL,Rioja,
319 Guatemala,TOTAL,Ciudad autónoma de Ceuta,1
319 Guatemala,TOTAL,Ciudad autónoma de Melilla,1
346 Guyana,TOTAL,,6
346 Guyana,TOTAL,Andalucía,..
346 Guyana,TOTAL,Aragón,..
346 Guyana,TOTAL,Asturias,
346 Guyana,TOTAL,Balears,
346 Guyana,TOTAL,Canarias,..
346 Guyana,TOTAL,Cantabria,..
346 Guyana,TOTAL,Castilla y León,..
346 Guyana,TOTAL,Castilla-La Mancha,..
346 Guyana,TOTAL,Cataluña,1
346 Guyana,TOTAL,Comunitat Valenciana,1
346 Guyana,TOTAL,Extremadura,..
346 Guyana,TOTAL,Galicia,1
346 Guyana,TOTAL,Madrid,
346 Guyana,TOTAL,Murcia,
346 Guyana,TOTAL,Navarra,
346 Guyana,TOTAL,País Vasco,..
346 Guyana,TOTAL,Rioja,
346 Guyana,TOTAL,Ciudad autónoma de Ceuta,..
346 Guyana,TOTAL,Ciudad autónoma de Melilla,..
320 Haití,TOTAL,,98
320 Haití,TOTAL,Andalucía,9
320 Haití,TOTAL,Aragón,2
320 Haití,TOTAL,Asturias,
320 Haití,TOTAL,Balears,
320 Haití,TOTAL,Canarias,4
320 Haití,TOTAL,Cantabria,1
320 Haití,TOTAL,Castilla y León,6
320 Haití,TOTAL,Castilla-La Mancha,2
320 Haití,TOTAL,Cataluña,9
320 Haití,TOTAL,Comunitat Valenciana,8
320 Haití,TOTAL,Extremadura,..
320 Haití,TOTAL,Galicia,5
320 Haití,TOTAL,Madrid,
320 Haití,TOTAL,Murcia,
320 Haití,TOTAL,Navarra,
320 Haití,TOTAL,País Vasco,7
320 Haití,TOTAL,Rioja,
320 Haití,TOTAL,Ciudad autónoma de Ceuta,1
320 Haití,TOTAL,Ciudad autónoma de Melilla,..
321 Honduras,TOTAL,,2.327
321 Honduras,TOTAL,Andalucía,150
321 Honduras,TOTAL,Aragón,66
321 Honduras,TOTAL,Asturias,
321 Honduras,TOTAL,Balears,
321 Honduras,TOTAL,Canarias,41
321 Honduras,TOTAL,Cantabria,92
321 Honduras,TOTAL,Castilla y León,238
321 Honduras,TOTAL,Castilla-La Mancha,25
321 Honduras,TOTAL,Cataluña,363
321 Honduras,TOTAL,Comunitat Valenciana,82
321 Honduras,TOTAL,Extremadura,55
321 Honduras,TOTAL,Galicia,537
321 Honduras,TOTAL,Madrid,
321 Honduras,TOTAL,Murcia,
321 Honduras,TOTAL,Navarra,
321 Honduras,TOTAL,País Vasco,88
321 Honduras,TOTAL,Rioja,
321 Honduras,TOTAL,Ciudad autónoma de Ceuta,..
321 Honduras,TOTAL,Ciudad autónoma de Melilla,2
322 Jamaica,TOTAL,,144
322 Jamaica,TOTAL,Andalucía,21
322 Jamaica,TOTAL,Aragón,1
322 Jamaica,TOTAL,Asturias,
322 Jamaica,TOTAL,Balears,
322 Jamaica,TOTAL,Canarias,17
322 Jamaica,TOTAL,Cantabria,3
322 Jamaica,TOTAL,Castilla y León,11
322 Jamaica,TOTAL,Castilla-La Mancha,3
322 Jamaica,TOTAL,Cataluña,20
322 Jamaica,TOTAL,Comunitat Valenciana,4
322 Jamaica,TOTAL,Extremadura,..
322 Jamaica,TOTAL,Galicia,7
322 Jamaica,TOTAL,Madrid,
322 Jamaica,TOTAL,Murcia,
322 Jamaica,TOTAL,Navarra,
322 Jamaica,TOTAL,País Vasco,7
322 Jamaica,TOTAL,Rioja,
322 Jamaica,TOTAL,Ciudad autónoma de Ceuta,..
322 Jamaica,TOTAL,Ciudad autónoma de Melilla,..
303 México,TOTAL,,121.493
303 México,TOTAL,Andalucía,5.463
303 México,TOTAL,Aragón,1.594
303 México,TOTAL,Asturias,
303 México,TOTAL,Balears,
303 México,TOTAL,Canarias,866
303 México,TOTAL,Cantabria,12.938
303 México,TOTAL,Castilla y León,7.272
303 México,TOTAL,Castilla-La Mancha,961
303 México,TOTAL,Cataluña,15.264
303 México,TOTAL,Comunitat Valenciana,3.595
303 México,TOTAL,Extremadura,658
303 México,TOTAL,Galicia,12.379
303 México,TOTAL,Madrid,
303 México,TOTAL,Murcia,
303 México,TOTAL,Navarra,
303 México,TOTAL,País Vasco,7.549
303 México,TOTAL,Rioja,
303 México,TOTAL,Ciudad autónoma de Ceuta,37
303 México,TOTAL,Ciudad autónoma de Melilla,54
323 Nicaragua,TOTAL,,1.329
323 Nicaragua,TOTAL,Andalucía,144
323 Nicaragua,TOTAL,Aragón,37
323 Nicaragua,TOTAL,Asturias,
323 Nicaragua,TOTAL,Balears,
323 Nicaragua,TOTAL,Canarias,34
323 Nicaragua,TOTAL,Cantabria,15
323 Nicaragua,TOTAL,Castilla y León,110
323 Nicaragua,TOTAL,Castilla-La Mancha,27
323 Nicaragua,TOTAL,Cataluña,197
323 Nicaragua,TOTAL,Comunitat Valenciana,65
323 Nicaragua,TOTAL,Extremadura,8
323 Nicaragua,TOTAL,Galicia,98
323 Nicaragua,TOTAL,Madrid,
323 Nicaragua,TOTAL,Murcia,
323 Nicaragua,TOTAL,Navarra,
323 Nicaragua,TOTAL,País Vasco,116
323 Nicaragua,TOTAL,Rioja,
323 Nicaragua,TOTAL,Ciudad autónoma de Ceuta,..
323 Nicaragua,TOTAL,Ciudad autónoma de Melilla,1
324 Panamá,TOTAL,,10.998
324 Panamá,TOTAL,Andalucía,669
324 Panamá,TOTAL,Aragón,232
324 Panamá,TOTAL,Asturias,
324 Panamá,TOTAL,Balears,
324 Panamá,TOTAL,Canarias,810
324 Panamá,TOTAL,Cantabria,159
324 Panamá,TOTAL,Castilla y León,767
324 Panamá,TOTAL,Castilla-La Mancha,142
324 Panamá,TOTAL,Cataluña,1.316
324 Panamá,TOTAL,Comunitat Valenciana,472
324 Panamá,TOTAL,Extremadura,52
324 Panamá,TOTAL,Galicia,3.276
324 Panamá,TOTAL,Madrid,
324 Panamá,TOTAL,Murcia,
324 Panamá,TOTAL,Navarra,
324 Panamá,TOTAL,País Vasco,393
324 Panamá,TOTAL,Rioja,
324 Panamá,TOTAL,Ciudad autónoma de Ceuta,21
324 Panamá,TOTAL,Ciudad autónoma de Melilla,106
347 Paraguay,TOTAL,,5.091
347 Paraguay,TOTAL,Andalucía,537
347 Paraguay,TOTAL,Aragón,189
347 Paraguay,TOTAL,Asturias,
347 Paraguay,TOTAL,Balears,
347 Paraguay,TOTAL,Canarias,100
347 Paraguay,TOTAL,Cantabria,59
347 Paraguay,TOTAL,Castilla y León,542
347 Paraguay,TOTAL,Castilla-La Mancha,95
347 Paraguay,TOTAL,Cataluña,1.037
347 Paraguay,TOTAL,Comunitat Valenciana,347
347 Paraguay,TOTAL,Extremadura,27
347 Paraguay,TOTAL,Galicia,308
347 Paraguay,TOTAL,Madrid,
347 Paraguay,TOTAL,Murcia,
347 Paraguay,TOTAL,Navarra,
347 Paraguay,TOTAL,País Vasco,273
347 Paraguay,TOTAL,Rioja,
347 Paraguay,TOTAL,Ciudad autónoma de Ceuta,..
347 Paraguay,TOTAL,Ciudad autónoma de Melilla,8
348 Perú,TOTAL,,20.549
348 Perú,TOTAL,Andalucía,1.288
348 Perú,TOTAL,Aragón,417
348 Perú,TOTAL,Asturias,
348 Perú,TOTAL,Balears,
348 Perú,TOTAL,Canarias,321
348 Perú,TOTAL,Cantabria,293
